sample,super_pop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
HG03452,AFR,310.69656,21.720999,-0.94232917,-1.0986212,1.7256018,-36.40879,-0.26443288,-8.160952,1.2847579,50.109188,-0.070519075,14.76289
HG03455,AFR,313.148,22.19446,-2.8165538,0.053233467,0.41807377,-35.85516,-0.17286898,-5.731787,-3.1792095,60.19389,-11.359536,17.223925
HG03457,AFR,312.26715,21.333324,-0.8633117,0.5719994,1.7716379,-39.33516,-3.1065416,-12.99951,-2.981338,52.835114,3.3293715,10.581895
HG03458,AFR,310.41437,23.088446,0.7917023,-0.046028208,-1.6780988,-42.63769,-1.8030075,-14.114107,0.728802,65.588356,-3.1985896,17.852243
HG03460,AFR,312.12067,25.596588,0.036838777,-0.6085632,0.91414016,-43.036236,-0.9169488,-4.511821,-3.3276172,36.0931,14.242745,8.832495
HG03461,AFR,310.31235,22.73363,-0.1747385,0.5871243,-2.3966014,-34.94839,-3.3010755,-9.436979,-3.4733572,46.84766,4.251677,4.5396795
HG03464,AFR,315.2805,23.107092,-0.15881997,-0.80891967,-1.6511471,-40.58443,-2.3855374,-7.48774,-12.68229,58.946545,-23.61157,0.82193553
HG03469,AFR,311.216,20.514984,1.7238333,1.4834044,-1.1403306,-41.658985,1.0089033,-10.064704,1.6115811,66.03767,-4.3145766,8.024681
HG03470,AFR,312.4557,23.311739,-0.27010974,-0.17169659,0.9564756,-40.687115,-1.4999027,-13.378441,-4.22011,49.916718,-3.580791,10.7063055
HG03472,AFR,310.47656,20.465876,-0.36860338,-1.6948597,-4.436854,-44.953007,-0.7396165,-9.009157,0.8759981,35.32116,-2.2298002,-0.7869798
HG03473,AFR,312.77173,21.950462,0.9253784,0.91915977,-0.16905972,-41.766815,-1.5320547,-8.034902,-3.0687926,46.755417,-8.406507,20.80137
HG03476,AFR,308.66867,20.968338,1.101095,-0.6420637,-2.9050043,-34.044617,-0.9930973,-8.06237,-0.25842533,43.649826,-1.7628341,19.539675
HG03478,AFR,313.38925,22.912853,1.2925911,-1.3252747,-0.95766836,-46.621838,-2.6719074,-4.6537786,-3.2164333,81.93252,-15.53444,3.9073982
HG03479,AFR,310.21326,22.89853,0.98749113,0.89699507,0.63430154,-37.390865,-0.67982864,-4.7697353,-9.160144,44.088066,-9.552847,15.29208
HG03484,AFR,314.4353,24.029697,1.3584168,-0.3123223,-3.3388257,-43.670166,0.5148223,-7.8627844,-11.680012,66.43983,-15.995203,-3.160038
HG03485,AFR,310.3349,22.746916,-1.5570667,-1.3878647,-1.339034,-41.094086,1.166537,-3.9948733,-0.71811384,59.313507,-7.234491,8.051473
HG03488,SAS,-94.99513,-58.433758,80.55904,28.532034,-2.1960726,0.8559692,4.729411,-2.1916132,3.4373765,-0.2940577,7.5681424,-2.1998565
HG03490,SAS,-94.59462,-65.1564,76.04969,29.070196,-2.6465507,1.3122357,-1.3443447,-0.33384582,2.3491697,-3.6921377,15.595133,-6.6316304
HG03491,SAS,-96.30423,-39.38433,101.52439,39.398094,-3.810852,-0.62637585,-0.020346692,-0.93121827,-21.69351,-12.334585,5.1642528,-4.7906804
HG03499,AFR,310.93237,20.06142,-0.39298087,-0.5973417,-3.1108134,15.540962,10.629259,50.959305,-3.3944376,-12.405051,-2.5909755,-5.441079
HG03511,AFR,312.5353,21.925066,1.7006874,1.1429834,-0.7439563,25.247986,11.120305,45.69253,-1.6703941,-16.390821,16.11511,-0.23478751
HG03514,AFR,313.1175,21.224493,-0.79474896,0.8757915,-2.4000943,19.12304,10.258649,48.56133,4.4720144,-14.909341,-3.840458,2.3993564
HG03515,AFR,310.18588,19.372444,1.4266905,2.0008402,-3.0138593,17.143507,9.573225,38.822205,-1.1921223,-18.944141,-3.8531594,-5.4421806
HG03517,AFR,313.54587,22.780079,1.8802149,0.78452176,-0.5792029,19.519325,10.463897,49.341496,-1.4699056,-5.7441597,-4.4141927,-12.332753
HG03518,AFR,311.8266,26.033283,-0.44011492,-0.6113253,-4.5821033,21.09754,11.319246,48.212048,2.2910695,-25.020576,4.795162,2.7101874
HG03520,AFR,314.72577,23.91791,-0.43968898,0.70304334,-0.2629197,18.549744,10.886114,42.337257,-2.3036752,-26.55665,0.3249152,-5.252977
HG03521,AFR,314.6443,22.50533,0.10063847,0.71739227,-1.8513306,17.57289,10.720745,43.16847,-6.9360147,-16.84683,-6.443241,-8.126401
HG03538,AFR,301.77008,20.076311,0.032819387,0.282219,-1.2069582,-69.73618,-11.178406,-43.329784,-1.2808081,-40.369446,-3.9642444,-5.4961605
HG03539,AFR,286.5901,13.331781,-2.1101155,-3.5124598,0.8167338,-63.663467,-16.800386,-37.06814,4.544517,-37.30922,6.08791,2.8194263
HG03547,AFR,310.76312,21.247824,0.0044088694,-0.3345484,0.05270746,-42.726463,1.2946521,-8.874509,0.11933634,53.70765,-13.649018,8.840274
HG03548,AFR,312.77814,21.294191,-0.13466366,0.8581475,-0.3093695,-38.07612,0.22896767,-3.926232,-3.6306365,46.108345,-3.986306,30.66927
HG03556,AFR,311.9792,21.74552,0.28002328,1.3121701,0.18946616,-39.7489,-2.4573278,-5.5984874,-2.8154225,56.354076,2.8012607,16.923313
HG03557,AFR,310.5877,23.097857,0.3144244,-0.5110203,0.40333408,-39.606194,1.9641262,-3.1696515,-3.0062556,58.1705,7.787073,6.524302
HG03558,AFR,311.82974,22.153837,1.3513392,1.3689234,-3.4161,-35.596302,-0.7744964,-9.564083,0.72115105,59.441944,2.056406,17.042027
HG03559,AFR,312.17142,20.787806,0.9164668,-0.15031554,0.8786288,-39.815716,-0.24924058,-7.1183004,-2.3091547,46.733585,-4.4827633,17.223486
HG03563,AFR,309.4496,22.244808,2.0430777,-1.1928108,-1.4700869,-34.120472,-1.7610991,-4.536659,-3.061043,44.392433,-0.704443,19.706558
HG03565,AFR,306.99106,22.671585,1.77693,0.5090883,-2.4148977,-42.82058,-3.1939259,-9.029152,0.75288594,51.92703,-6.7501616,2.8127468
HG03567,AFR,313.35443,22.08584,0.62119234,2.5765162,-1.9277948,-43.23489,-1.4404722,-11.969208,-5.037933,48.8044,-2.4048948,10.242263
HG03571,AFR,309.45282,21.73989,1.0164582,-1.5228822,-0.3696637,-42.383877,0.8296169,-8.879497,-1.7849687,55.231876,-6.602685,19.92538
HG03572,AFR,310.45773,22.876722,0.00097417884,0.37141806,-1.8312883,-36.44064,-0.4773895,-10.783304,-1.8327988,72.25788,-9.344501,21.759798
HG03575,AFR,308.93988,21.436413,0.30090818,-0.32440254,-0.18137504,-31.931536,-0.8998268,-2.1997395,-8.413874,38.076683,-5.294926,4.077807
HG03577,AFR,312.31296,21.175406,2.4798834,-0.9401011,0.96999276,-37.85623,0.81460893,2.7727237,-1.7198981,53.79112,-5.498794,27.293673
HG03578,AFR,311.97147,20.130892,0.6771287,0.71585375,-0.40140623,-43.10864,0.22699971,-11.255157,0.12333306,64.07641,0.5097522,10.299872
HG03583,AFR,310.87427,21.833382,-0.37316364,0.20097724,-2.2708938,-39.950924,-0.57244676,-5.4546847,-1.248396,72.79174,9.363557,28.527159
HG03585,SAS,-99.65658,-9.779249,94.33725,36.91787,2.534816,-1.4891394,3.7390711,-3.7305362,-9.253067,-0.8867431,0.833229,2.7238593
HG03589,SAS,-100.11601,-12.153635,102.92773,37.88629,2.606847,-2.1801302,-0.027483081,-0.7729068,-12.366911,3.9919631,5.995157,-0.10788082
HG03593,SAS,-99.50157,-9.068368,97.00166,35.06226,4.8134584,-0.48950797,3.0900865,1.1095861,-10.716561,1.3067628,0.6093718,2.1007433
HG03594,SAS,-99.343216,-8.153882,95.66004,36.720707,3.1440234,-0.36778414,3.6501775,1.722881,-5.4833727,0.80496746,-3.0934823,-0.51274854
HG03595,SAS,-100.9896,-6.4199386,93.345406,35.62728,1.9931965,-0.92422235,0.66067517,0.89643455,-6.158953,-3.5669765,-3.5151384,3.0658352
HG03598,SAS,-100.88992,-10.427621,94.75436,32.917393,0.90436447,-0.056969773,7.5113645,-1.0529553,-8.845218,1.718882,-6.4913116,4.291459
HG03600,SAS,-96.25315,-16.395838,119.72395,53.587467,-1.2461034,-0.3730942,5.887328,0.7738251,-5.580174,0.14756939,-5.7224174,2.136883
HG03603,SAS,-101.76991,-4.2259903,100.21708,40.32111,1.4054414,1.2928635,3.9714305,0.17266275,-5.4026833,-3.0369723,-4.180866,4.266963
HG03604,SAS,-98.52958,-9.868979,101.008896,40.00866,0.69658804,-0.7744595,6.1536636,-1.3276892,-12.318567,-0.46300513,-5.8962903,2.13584
HG03607,SAS,-101.23233,-7.2872453,96.16568,33.305553,-0.57913333,-1.1316124,4.2845616,-1.5168402,0.007960059,-1.5668277,4.484656,-1.1082326
HG03611,SAS,-100.97511,-8.140946,94.191475,35.173367,-0.009994316,0.8370061,-1.8820612,2.9911678,-5.8552766,2.6235206,2.1601965,7.0181713
HG03615,SAS,-99.77178,-9.836755,96.52894,34.497,1.1095227,-0.91327745,0.28030792,-0.2689106,-4.923366,6.46228,-2.268489,1.90449
HG03616,SAS,-98.98582,-10.420418,93.69208,35.009403,1.0430063,1.9207218,0.11874481,3.1739838,-5.9294586,3.0134757,0.096032344,7.218455
HG03619,SAS,-96.025024,-76.21618,63.612316,20.461416,-6.6386027,1.2307731,3.9328861,-2.317953,10.132424,5.071662,11.572241,-17.201181
HG03624,SAS,-95.14632,-75.19996,73.63656,24.575579,-0.7743089,0.6247667,-2.4557312,1.1807318,10.474106,7.3811674,9.018761,-10.9082155
HG03625,SAS,-97.202995,-78.81713,68.980736,19.75188,-0.77372754,-0.083020315,-0.3986044,2.0006413,-5.0912037,2.9384975,16.960953,-3.536842
HG03629,SAS,-93.28995,-62.88569,76.75908,27.546661,0.875688,2.410366,2.0272324,2.0546918,-2.0965347,1.9425336,8.085351,-4.549822
HG03631,SAS,-97.20467,-58.630917,84.8152,29.312,-1.2814775,-2.0418153,0.32765844,1.5548812,-0.009816512,9.022323,0.45378634,-0.52837056
HG03634,SAS,-96.13852,-70.33304,72.62406,20.549097,-0.33519056,1.3177872,1.6671363,2.5941532,3.9711034,1.2276901,12.363032,-9.0388565
HG03636,SAS,-96.75342,-54.33931,81.88434,28.685799,-3.7364986,0.35986367,1.8176931,-1.0240908,1.6055847,4.2191086,2.4955177,0.600192
HG03640,SAS,-96.5505,-30.091707,107.19377,42.488445,-2.444375,1.7589945,-1.6698093,0.13342096,-29.22276,-10.031712,2.3346584,-6.0532174
HG03642,SAS,-95.86339,-19.804586,120.69565,49.27896,-2.539312,0.3459924,0.4521183,0.6154965,-21.223228,-2.831637,-2.7874284,-0.07486494
HG03643,SAS,-95.116684,-26.807423,114.401215,45.27017,1.7027587,1.4916533,-5.92799,-0.088764004,-19.241194,-3.7767234,1.2997304,-4.165706
HG03644,SAS,-94.80355,-26.880836,115.68596,45.426792,-1.2858816,-0.109809764,-1.9253974,-2.9182305,-21.12331,-1.8166678,3.6412337,-5.7916527
HG03645,SAS,-94.852005,-22.596863,118.307945,46.317585,0.4181992,-1.4454015,-2.3503618,0.14262934,-23.149265,-8.691713,-6.027964,2.2848344
HG03646,SAS,-93.72386,-24.277685,116.77775,46.556873,1.7136322,-2.425561,-1.0317144,-0.32974926,-26.141151,4.025808,-7.8781734,2.3244317
HG03649,SAS,-96.185715,-48.05088,86.58492,34.767113,-0.5552325,0.3956713,-1.2474337,-2.0788934,-0.8644445,1.915645,2.7466881,1.4281018
HG03652,SAS,-96.25082,-45.571278,99.717735,38.819668,-1.7322057,2.1989553,-0.5809538,0.03746805,-4.049514,3.0411634,0.38630134,-2.3710635
HG03653,SAS,-96.1508,-46.468037,94.03301,37.804665,2.341942,0.9817303,3.3611896,-1.3704457,-5.612479,-1.4678208,8.868163,-3.4108086
HG03660,SAS,-98.75501,-32.160316,106.65197,43.66368,2.5308793,-0.84824383,2.7304814,0.38365895,-22.960285,-2.8585372,4.598009,-5.9824367
HG03663,SAS,-98.13516,-28.279612,111.11689,44.135662,0.14018573,0.09172254,3.7216847,-1.770657,-34.591644,-11.832293,2.1868052,-3.9700356
HG03667,SAS,-95.88309,-22.552927,111.78786,44.682644,2.95631,0.82616335,-0.13557251,-0.6440476,-21.98292,-2.2744515,-3.9758086,7.9860077
HG03668,SAS,-95.729996,-45.745037,92.9449,35.883896,-4.26406,-2.050759,3.870828,0.48928663,-8.551069,4.7733974,2.5871668,-2.0871556
HG03672,SAS,-95.2898,-33.773666,116.100746,46.89626,4.105079,-0.93320143,-2.9204674,-3.8025033,-19.003965,-2.8570833,7.0900016,-7.813532
HG03673,SAS,-94.0198,-28.19542,111.8838,47.087734,0.39422286,-0.7970627,-1.4949524,-1.7220223,-24.291742,-2.1865077,-1.4462914,-4.4029794
HG03679,SAS,-94.453384,-30.428213,114.08295,46.806305,-1.6410607,0.09766045,-3.5348094,2.131194,-23.857054,-1.4636942,-5.4235964,2.8428192
HG03680,SAS,-95.88328,-29.045866,115.74604,46.094185,2.666613,-1.3119042,-3.2909045,-0.10300637,-23.582798,2.9985237,-2.2352664,-2.0969071
HG03681,SAS,-94.87024,-29.236618,114.001236,47.217487,-1.619151,-1.46784,-4.729841,1.0709292,-16.058361,-4.021697,1.7917145,-1.1004214
HG03684,SAS,-95.81477,-11.24754,124.98354,56.669956,-1.0250448,-0.025246494,-3.4562712,2.3251364,-24.012007,-3.170092,-2.3632183,3.957487
HG03685,SAS,-95.365295,-25.29406,115.04722,49.127808,0.20585911,-0.8763493,-0.6677189,-1.7990507,-23.019848,-6.6541862,-4.6038313,-7.1831837
HG03686,SAS,-95.1485,-17.984575,123.37584,53.116386,-1.4377313,-0.96838224,-4.0521913,-0.850871,-25.816599,-5.0256586,1.8648388,-2.1065419
HG03687,SAS,-94.79997,-27.579721,114.86469,47.11078,1.6172338,1.0885167,-4.109725,-0.6058009,-23.22362,2.7896733,0.67686206,2.9550488
HG03689,SAS,-98.0811,-27.421865,119.02914,47.582222,-3.2878554,1.6271085,-1.8085241,1.8423814,-16.68539,5.020807,-6.6606617,5.787822
HG03690,SAS,-94.606674,-29.081657,116.73963,48.311005,-2.5456264,0.95003414,-1.5826662,0.6944752,-21.616789,-4.759075,-6.8528943,-1.7168955
HG03691,SAS,-94.6404,-22.854607,117.41225,46.24274,-2.06135,-0.30193084,-5.7404637,0.54872644,-18.137043,-1.6644009,-3.7152224,3.0342443
HG03692,SAS,-95.42638,-21.487608,119.18693,48.830227,-2.285291,-0.93630016,-1.9343998,2.4665792,-16.977236,-2.516589,0.40027112,2.6612732
HG03693,SAS,-96.81323,-22.406555,115.48433,47.581757,-5.6850185,-1.3552418,-4.218804,-0.4200957,-21.602024,-3.3533564,-2.9506068,2.0055864
HG03694,SAS,-97.30873,-29.343523,86.025696,26.770964,3.5834568,1.0068351,-0.5632484,-1.4959221,-9.092892,1.8881634,-5.1692185,-7.4103293
HG03695,SAS,-94.59381,-24.271992,116.807335,48.229996,-0.70030916,1.2027047,-3.511777,-1.4798087,-22.530785,0.71457416,-0.22212018,0.27463537
HG03696,SAS,-95.88073,-27.441841,116.43443,47.65213,0.9119562,-3.6732852,0.14206934,-0.9601096,-21.793406,-3.7054324,3.532234,-18.241175
HG03697,SAS,-93.944626,-26.084616,115.06573,45.8664,-1.4616107,-0.3490858,-2.6986136,1.2429041,-22.730526,2.0386815,-1.4468472,-6.146271
HG03698,SAS,-95.768234,-28.806107,111.52321,47.839127,-3.7463665,-0.26480567,-2.2367332,-1.497901,-25.112608,-2.9337986,-5.8693175,-0.6739429
HG03702,SAS,-96.673645,-37.374664,103.333435,41.005856,-5.412662,-1.1554245,3.3534017,0.6265126,-9.544765,0.048261322,3.5507605,1.8555263
HG03703,SAS,-99.33968,-38.391075,97.69201,40.967297,-1.4292463,-0.35410863,4.899966,1.7987633,-8.028672,-0.9886981,2.143472,-8.202513
HG03705,SAS,-96.51728,-31.721392,107.81199,44.215103,-0.7590908,0.30995187,0.7008312,-2.731639,-29.09139,-20.571136,8.470362,-10.380475
HG03706,SAS,-94.027405,-36.065117,105.87816,43.231583,-0.4480775,-0.3110585,3.0493212,-1.1785643,-30.667793,-14.702326,1.7012838,-6.071177
HG03708,SAS,-99.003044,-47.807133,88.251976,32.00346,-1.3831983,0.58451223,-0.47820067,-2.2175238,-4.4293656,1.0736446,-2.4280043,-2.0306027
HG03709,SAS,-99.59978,-34.329735,99.35892,38.944244,-3.8482227,1.3229183,6.1125894,1.1342343,-7.540063,-6.260866,0.9369192,-10.721748
HG03711,SAS,-94.879715,-32.535187,115.25882,48.03858,-1.4430478,-0.04996421,2.292562,-0.13727596,-29.089031,-4.301282,2.6517715,-0.49263144
HG03713,SAS,-94.08831,-46.372383,92.47632,34.14703,-3.450625,-0.48285207,0.69962525,-0.1312994,-15.092984,-1.8198301,-0.16200733,-4.586296
HG03714,SAS,-95.21905,-48.61562,92.48814,34.826015,2.4891777,-1.343501,1.249335,-1.9763167,-6.858069,0.33750275,4.2097235,-1.2552187
HG03716,SAS,-95.90055,-49.340584,94.92138,37.9044,-2.200796,1.2826097,0.34418425,-1.2977903,-7.077018,-4.291972,2.8307858,-11.07308
HG03717,SAS,-96.14358,-25.063929,127.68305,54.865086,1.8271837,0.9226597,-2.7242792,0.9580141,-23.933813,26.189451,-13.526195,25.86449
HG03718,SAS,-94.31946,-24.279808,124.704384,55.70994,-0.96620977,0.055040363,-0.016752115,0.5163576,-28.50537,24.327463,-10.890749,23.919687
HG03720,SAS,-96.75321,-22.148523,114.36064,48.348534,-0.76050526,-0.902432,0.31749913,0.74986875,-17.608606,-1.9200407,-0.483669,2.735656
HG03722,SAS,-94.76309,-23.093416,121.144684,51.4109,1.5066415,0.59078866,0.29992357,0.18778567,-20.26124,-2.3143418,-0.5409285,-2.4934473
HG03727,SAS,-93.776054,-35.67363,109.20285,45.77822,1.0299481,0.06650539,-4.326129,-0.9920575,-20.638296,-6.479743,-1.4476289,3.8370478
HG03729,SAS,-95.34277,-33.4519,116.33817,46.15622,0.62397057,0.9480658,-2.924718,1.8404735,-21.777842,1.3401092,5.4961724,0.22051668
HG03730,SAS,-94.85974,-9.386754,127.202866,55.314877,-1.4295201,-2.9278562,-4.197946,-1.5069019,-25.394352,-6.913824,2.0185144,0.5963126
HG03731,SAS,-95.91145,-37.64542,114.103836,46.370647,-0.7936871,-1.7519397,1.7986876,-0.10050209,-20.812283,-1.6892002,4.448671,-0.33719546
HG03733,SAS,-94.80013,-25.852976,122.68807,50.642864,-0.67814,0.8430591,-4.8041744,2.3594809,-49.368923,-22.098484,-33.336838,59.293976
HG03736,SAS,-95.25895,-25.558916,113.33376,46.445274,-1.6804584,2.7662647,-1.6114486,-0.845349,-20.597832,-2.487274,-0.19899167,-1.2312125
HG03738,SAS,-95.7534,-31.938948,116.52035,47.19937,-2.4703052,0.29501167,-0.33087635,1.5854889,-26.463726,-5.1838017,2.1250856,0.43739423
HG03740,SAS,-95.41489,-22.493704,120.52519,51.123085,-0.44794023,-0.42679337,2.2319098,0.2326259,-22.892397,-2.2782285,-6.819128,-1.2506785
HG03741,SAS,-96.08407,-22.353506,115.48133,45.71791,-3.6746433,-0.18357715,-3.0041971,-2.2593784,-24.051311,-8.239587,-3.7142117,3.1034229
HG03742,SAS,-95.366005,-23.553926,115.01582,47.661835,-1.0421311,0.9380183,-1.7251686,-0.7382161,-23.854336,1.1038547,-1.4437057,5.050319
HG03743,SAS,-95.303955,-4.1758413,128.22075,54.7882,-1.5172011,-0.2435793,-3.2519588,0.4634332,-27.470284,-7.5634904,-6.497475,-1.0923953
HG03744,SAS,-94.556885,-20.999249,114.797,46.90548,-2.1915097,-0.4434483,-3.1275816,0.44042337,-24.147324,-3.2825906,2.4128242,-0.42744398
HG03745,SAS,-95.083885,-28.18173,113.17213,49.602688,-2.882664,-0.14678563,-7.231,2.1328037,-19.466549,-6.947973,-2.6090481,-4.5558243
HG03746,SAS,-95.89761,-49.186825,92.24744,36.36644,-3.0655634,-0.6110358,1.3785261,1.2232956,-7.011267,4.4480543,6.3249884,-0.90298826
HG03750,SAS,-94.50514,-28.622469,114.87748,46.45434,3.0285027,-0.49069086,-6.2268424,1.3968244,-43.907497,7.7117724,13.213743,-0.63581944
HG03752,SAS,-94.58046,-31.716448,112.49421,44.810352,-2.193957,2.7182724,-0.17733753,1.3781103,-19.57778,-2.2116735,-1.7212284,1.9137969
HG03753,SAS,-92.90127,-24.94197,116.080505,48.144054,-2.8286607,-1.0542289,-6.6266093,0.24472801,-22.972797,-3.3168874,-4.429744,-2.340833
HG03754,SAS,-94.26364,-30.501348,116.194305,46.434856,4.853524,-0.5689249,-6.867409,0.8739098,-43.176266,7.3202043,11.407279,-1.1769084
HG03755,SAS,-92.97514,-26.253366,115.509,45.55517,0.22739473,-1.0912786,-3.5310822,-1.5486751,-29.93284,2.3918226,-1.0532895,0.3605423
HG03756,SAS,-93.48448,-29.422495,112.36108,46.340614,1.732029,0.91468483,-6.9391537,0.6660579,-23.270124,-1.1643198,-1.8643993,-1.0372989
HG03757,SAS,-94.94709,-10.85134,127.55766,53.807022,-2.1154468,0.060402893,-0.444348,-3.7403507,-31.774675,-2.8172743,-6.846745,5.383218
HG03760,SAS,-94.87604,-29.736076,115.77667,45.222126,2.4637728,0.99925274,-4.8801847,-0.4130374,-14.810085,-12.6283655,5.9663568,3.3296971
HG03762,SAS,-93.41022,-29.879427,104.56238,39.045677,1.9128414,0.39999372,-1.0183955,-0.387454,-17.31899,-6.12697,7.470074,-5.0819
HG03765,SAS,-96.04312,-57.19558,79.57834,22.562515,2.324192,-1.7793372,1.74895,-3.0823216,7.7482324,-0.7826634,7.762194,-7.8834734
HG03767,SAS,-95.2163,-78.60173,63.44797,15.917517,-3.492972,-0.502278,-4.8964624,2.2358737,4.737601,5.895477,13.416223,-2.4502623
HG03770,SAS,-95.20406,-10.833353,114.28438,43.993225,1.4015865,1.143469,-2.0241327,-0.9314985,-17.513893,1.5636739,-5.620528,4.9959936
HG03771,SAS,-97.90305,-17.156816,115.713135,46.589687,2.0188212,0.81024957,-0.62056106,-0.3060029,-18.764519,4.4636793,1.104189,-0.8015484
HG03772,SAS,-97.79637,-22.703543,131.21547,57.746185,0.5726002,-1.1874564,-1.7226609,1.0578363,-26.307457,29.011913,-6.6319456,26.187712
HG03773,SAS,-97.29297,-25.288412,130.67082,55.637676,0.29843935,-0.7996515,-5.3420467,1.3405489,-18.980211,32.6296,-11.170148,22.711506
HG03774,SAS,-93.512665,-34.37899,116.59748,46.97419,-0.2976845,0.9546894,-4.38721,0.83641547,-22.92593,2.0694783,-0.83811766,1.026799
HG03775,SAS,-93.999245,-32.81697,116.178215,45.741478,1.5922474,0.30844408,-3.2600784,2.504312,-16.8516,-2.6888142,6.942354,-3.4940932
HG03777,SAS,-93.997,-37.066906,111.93761,45.21655,-0.80719036,0.6944663,-2.158772,0.66823936,-13.344865,-5.0014987,-4.802415,-0.4566023
HG03778,SAS,-96.49516,-24.650763,111.51541,48.247356,-3.3363566,0.4716526,-1.4585518,-1.0588008,-21.506357,6.0946026,-5.6886053,0.04193133
HG03779,SAS,-94.51582,-29.27955,114.03113,45.699924,1.3319268,-0.22101423,0.58248055,-0.9272977,-17.011526,5.503055,3.086263,-2.3009837
HG03780,SAS,-94.3212,-36.81331,113.966446,41.13155,0.670154,-1.8281376,-8.394301,-0.011308103,-19.127289,-4.1947193,4.9584827,1.5213566
HG03781,SAS,-96.07737,-28.085642,111.19393,44.552517,0.004089453,-0.7589398,2.2474446,-0.98577213,-9.763771,-6.8919196,-1.3370812,0.46138597
HG03782,SAS,-93.90641,-36.651646,112.567215,44.260704,-1.0868824,0.46286252,-4.517045,-2.9350402,-22.51607,-2.959161,-0.8220622,-6.8030405
HG03784,SAS,-97.267204,-25.612152,128.12297,55.337627,1.4305698,-1.7839428,-0.83405006,3.129103,-20.09463,27.96456,-6.768481,23.079203
HG03785,SAS,-96.119225,-22.559198,132.1595,57.327538,1.683194,-3.3732347,0.6859012,1.2902732,-21.196424,33.369934,-11.629285,25.529797
HG03786,SAS,-95.826965,-26.599815,131.30983,56.938175,0.89994246,-1.3490537,-5.075787,2.9161472,-23.480688,26.558224,-0.7598459,23.674444
HG03787,SAS,-94.70209,-19.8733,120.27666,52.267452,1.7409304,2.1798446,-0.6450029,-1.100238,-24.141167,0.094404496,-6.953245,3.0241992
HG03788,SAS,-94.766396,-36.769917,107.859184,44.168266,0.96086985,0.037356686,0.0382037,2.4871953,-17.82094,6.270027,2.9634335,-0.57004577
HG03789,SAS,-97.03532,-45.22261,97.908966,40.864033,-0.44653815,-2.1353555,1.1150165,1.2880895,-4.5477743,6.1488433,-6.0672135,-3.9339035
HG03790,SAS,-94.938805,-39.63039,112.92066,46.42342,-1.4695379,-1.7401758,-0.67206985,1.2988834,-19.523588,4.2042937,5.2844853,1.1577934
HG03792,SAS,-95.56254,-35.515987,110.26874,43.718716,4.1471515,4.326928,-6.5770864,-2.3398037,-18.719461,-0.46632808,1.241938,-3.062015
HG03793,SAS,-100.46541,-12.804382,103.95565,44.30559,-1.9147105,-1.3101652,3.413055,2.0838616,-6.517484,3.3815506,-0.78632104,-0.692932
